access_personal_info___,alter_phone_state___,anti_debug_____,create_folder_____,create_process`_____,create_thread_____,device_access_____,execute_____,fs_access____,fs_access()____,fs_access(create)____,fs_access(create__append)__,fs_access(create__read)__,fs_access(create__read__write),fs_access(create__write)__,fs_access(create__write__append),fs_access(read)____,fs_access(read__write)__,fs_access(write)____,fs_pipe_access___,fs_pipe_access()___,fs_pipe_access(read)___,fs_pipe_access(read__)_,fs_pipe_access(read__write)_,fs_pipe_access(write)___,network_access____,network_access()____,network_access(read)____,network_access(read__write)__,network_access(read__write__),network_access(write)____,network_access(write__)__,sms_send____,terminate_process,terminate_thread,__arm_nr_cacheflush,__arm_nr_set_tls,_llseek,_newselect,accept,access,add,addaccessibilityinteractionconnection,addaccountexplicitly,addclient,addperiodicsync,addstatuschangelistener,addtodisplay,addtodisplaywithoutinputchannel,addwithoutinputchannel,attachengine,beginrestoresession,bind,brk,cancelallnotifications,cancelnotificationwithtag,cancelsync,canceltoast,cancelvibrate,capset,chdir,checkoperation,checkpackage,checkpermission,checksignatures,chmod,chown32,clock_getres,clock_gettime,clone,close,collapsepanels,connect,currenttocanonicalpackagenames,datachanged,deletehost,disconnect,displaycompletions,dup,dup2,endrestoresession,engineshown,enqueuenotificationwithtag,enqueuetoast,epoll_create,epoll_ctl,epoll_wait,eventfd2,execve,exit,exit_group,faccessat,fchmod,fchown32,fcntl,fcntl64,fdatasync,finishdrawing,finishinput,finishspellcheckerservice,flock,fork,fstat64,fstatfs64,fsync,ftruncate,ftruncate64,futex,geocoderispresent,getaccounts,getaccountsasuser,getactiveadmins,getactivenetworkinfo,getactivephonetype,getactivityinfo,getallcellinfo,getallnetworkinfo,getallpkgusagestats,getallproviders,getanimationscale,getappwidgetids,getappwidgetinfo,getapplicationenabledsetting,getapplicationinfo,getapplicationrestrictions,getauthenticatortypes,getbestprovider,getboolean,getcallstate,getcameradisabled,getcamerainfo,getcelllocation,getclientdefaultlanguage,getcomponentenabledsetting,getconfigurednetworks,getconnectioninfo,getcurrentinputmethodsubtype,getcurrentmodetype,getcurrentspellchecker,getcurrentspellcheckersubtype,getdataactivity,getdatanetworktype,getdatastate,getdeviceid,getdevicelist,getdeviceowner,getdevicesvn,getdhcpinfo,getdisplayframe,getdisplayids,getdisplayinfo,getenabledaccessibilityservicelist,getenabledinputmethodlist,getenabledinputmethodsubtypelist,getflashlightenabled,getfromlocation,getglobalsearchactivity,getgroupidlevel1,getheighthint,geticcserialnumber,getintouchmode,getinputdevice,getinputdeviceids,getinputmethodlist,getinstalllocation,getinstalledapplications,getinstalledpackages,getinstalledproviders,getinstallerpackagename,getissyncable,getlastchosenactivity,getlastinputmethodsubtype,getlastlocation,getline1number,getlong,getmastersyncautomatically,getmessenger,getmobiledataenabled,getmobileifaces,getmode,getnameforuid,getneighboringcellinfo,getnetworkinfo,getnetworkpreference,getnightmode,getnumberofcameras,getpackagegids,getpackageinfo,getpackagesizeinfo,getpackagesforuid,getpassword,getpermissiongroupinfo,getpermissioninfo,getpreferredactivities,getpreferredpackages,getprimaryclip,getproviderinfo,getproviderproperties,getproviders,getproxy,getreceiverinfo,getringermode,getringtoneplayer,getscanresults,getsearchableinfo,getsearchablesinglobalsearch,getserviceinfo,getspellcheckerservice,getstate,getstorageencryptionstatus,getstreammaxvolume,getstreamvolume,getstring,getsubscriberid,getsyncautomatically,getsystemavailablefeatures,getsystemsharedlibrarynames,gettetheredifaces,getuserdata,getusericon,getuserrestrictions,getuserserialnumber,getusers,getvibratesetting,getvoicemailalphatag,getvoicemailnumber,getwallpaper,getwallpaperinfo,getwidthhint,getwifiapconfiguration,getwifiapenabledstate,getwifidisplaystatus,getwifienabledstate,getwifiservicemessenger,getcwd,getdents64,getegid32,geteuid32,getgid32,getgroups32,getpeername,getpgid,getpid,getppid,getpriority,getresgid32,getresuid32,getrusage,getsockname,getsockopt,gettid,gettimeofday,getuid32,hasclipboardtext,hasicccard,haskeys,hasnamedwallpaper,hasnavigationbar,hasprimaryclip,hassystemfeature,hasvibrator,hidesoftinput,inkeyguardrestrictedinputmode,inotify_add_watch,inotify_init,inotify_rm_watch,ioctl,isactivenetworkmetered,isadminactive,isbluetootha2dpon,isbluetoothscoon,iscamerasoundforced,isimssmssupported,iskeyguardlocked,iskeyguardsecure,ispackageavailable,isproviderenabled,issafemode,isscanalwaysavailable,isscreenon,isspeakerphoneon,isspellcheckerenabled,issyncactive,iswakelocklevelsupported,lgetxattr,link,listen,locationcallbackfinished,lseek,lstat64,madvise,mkdir,mknod,mlock,mmap2,mount,mprotect,mremap,msync,munlock,munmap,nanosleep,notifyappwidgetviewdatachanged,notifychange,onchange,onclose,onfinished,ongetsentencesuggestionsmultiple,onrectangleonscreenrequested,onrequestcontinued,onresult,open,opensession,partiallyupdateappwidgetids,performdeferreddestroy,pingsupplicant,pipe,pipe2,play,playsoundeffect,playsoundeffectvolume,poll,prctl,pread64,preparevpn,ptrace,pwrite64,querycontentproviders,queryintentactivities,queryintentcontentproviders,queryintentreceivers,queryintentservices,read,readlink,reassociate,recvfrom,recvmsg,reenablekeyguard,registercallback,registercontentobserver,registerinputdeviceschangedlistener,registermediabuttonintent,registerremotecontrolclient,registersuggestionspansfornotification,relayout,releasemulticastlock,releasewakelock,releasewifilock,remove,removeaccessibilityinteractionconnection,removeactiveadmin,removegpsstatuslistener,removeprimaryclipchangedlistener,removestatuschangelistener,rename,requestlocationupdates,requestscanfile,resolvecontentprovider,resolveintent,resolveservice,restorepackage,rmdir,rt_sigprocmask,rt_sigtimedwait,sched_get_priority_max,sched_get_priority_min,sched_getparam,sched_getscheduler,sched_setaffinity,sched_setscheduler,sched_yield,send,sendaccessibilityevent,sendextracommand,sendmultiparttext,sendtext,sendmsg,sendto,set,setapplicationenabledsetting,setcallback,setcomponentenabledsetting,setdimensionhints,setdiscoveryrequest,setextractedtext,setflashlightenabled,seticonvisibility,setintouchmode,setissyncable,setmetadata,setmobiledataenabled,setmode,setnetworkpreference,setnightmode,setplaybackstate,setplaybackstateforrcc,setprimaryclip,setradio,setringermode,setspeakerphoneon,setstreammute,setstreamvolume,setsyncautomatically,settextaftercursor,settextbeforecursor,settransparentregion,settransportcontrolinfo,setwallpaper,setwallpaperposition,setwifiapconfiguration,setwifiapenabled,setwifienabled,setgid32,setgroups32,setitimer,setpgid,setpriority,setresgid32,setresuid32,setrlimit,setsid,setsockopt,setuid32,showsoftinput,showstrictmodeviolation,shutdown,sigaction,sigaltstack,sigprocmask,sigsuspend,socket,socketpair,startbluetoothsco,startinput,startscan,startwatchingroutes,startwifidisplayscan,stat64,statfs64,statusbarvisibilitychanged,stop,stoplistening,stopusingnetworkfeature,symlink,sync,sysinfo,timer_create,timer_settime,togglesoftinput,truncate,ugetrlimit,umask,uname,unlink,unregistercontentobserver,unregistermediabuttonintent,unregisterremotecontrolclient,updateappwidgetids,updateappwidgetprovider,updateselection,updateservicelocation,utimes,vfork,vibrate,vibratepattern,wait4,watchrotation,windowgainedfocus,write,writev,class
0,0,0,19,0,180,61,0,226,17,89,0,1,8,34,0,117,0,7,5,0,0,0,7,1,13,12,0,55,0,1,0,0,0,133,3017,180,123,12,0,410,0,0,0,1,0,0,7,0,0,0,0,5,922,0,0,0,0,0,1,0,0,0,12,0,40,0,0,24115,180,733,0,54,0,0,0,0,0,111,0,0,0,0,0,8,217,3128,0,0,133,0,0,2,145,0,1701,85,14,0,0,2,0,1119,0,7,251,5,7436,0,0,0,0,4,0,6,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12,12,12,0,0,0,616,0,327,0,0,0,23,51,1255,2744,545,0,0,0,0,1,0,3,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,88,41,997,20,0,0,975,0,871,0,0,0,772,208,0,0,0,0,0,0,0,0,0,543,1,0,0,0,13,0,0,0,0,6,361,524,0,0,529,0,0,0,7,0,2252,1,0,877,43,0,1,1,0,0,0,0,10,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,1,1,1,0,106,0,0,0,0,1,313,559,0,69,12,0,0,0,0,0,495,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1858,1270,5
11,0,0,16,0,80,23,0,121,106,24,0,1,4,129,1,114,0,8,8,0,0,0,4,9,11,33,0,25,0,1,0,0,0,48,0,80,241,80,0,497,0,0,0,1,0,0,8,0,0,0,0,13,286,0,0,0,0,0,1,0,0,0,0,0,116,0,0,10605,80,542,0,26,0,0,0,0,0,36,0,0,0,0,0,5,28,1147,0,0,48,0,0,2,37,0,456,50,8,0,0,19,0,771,0,107,2,7,6719,0,0,0,0,52,0,16,0,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,823,0,219,0,0,0,26,197,161,720,851,0,0,0,0,1,0,0,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,9,0,0,9,0,2,0,0,0,0,0,2,15,140,721,18,4,0,724,0,1349,1,0,0,585,207,0,0,0,0,0,0,2,0,0,425,1,0,0,0,19,2,0,0,0,11,193,434,0,0,127,0,0,0,0,0,823,0,0,244,0,0,1,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,100,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,1,1,1,0,277,0,0,0,0,1,128,556,0,70,0,0,0,0,0,0,378,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,8,903,391,5
4,0,0,11,4,45,35,13,607,33,30,0,0,0,53,0,1850,0,9,13,0,3,3,3,1,5,15,0,12,0,1,0,0,4,21,0,49,230,36,0,209,0,0,0,1,0,0,3,0,0,0,0,6,280,0,0,0,0,0,1,0,0,0,0,0,41,0,0,5392,45,2799,0,13,0,0,0,0,0,12,9,0,0,0,0,4,9,206,0,13,21,4,0,4,42,0,474,75,5,1,0,4,4,2186,0,32,0,0,2702,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,4,0,0,54,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,285,0,128,0,0,0,12,79,99,595,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,130,65,637,16,0,0,661,0,2561,0,1,0,357,126,0,0,0,0,0,0,0,0,0,2584,1,0,0,0,23,0,0,0,0,6,174,266,0,0,188,0,0,0,0,1,3136,0,0,437,0,0,1,3,0,0,0,0,4,0,1,0,2,0,0,0,0,0,37,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,53,1,1,1,0,104,0,0,0,0,33,70,512,0,33,0,0,0,0,0,0,232,17,0,0,0,0,0,0,0,0,0,0,0,4,0,1,39,3,0,0,0,0,0,0,0,0,0,0,7,0,1,558,154,5
0,0,0,5,0,26,6,0,19,0,6,0,0,2,3,0,12,0,6,4,0,0,0,4,0,8,0,0,1,0,1,0,0,0,2,0,26,6,0,0,41,0,0,0,1,0,0,0,0,0,0,0,1,102,0,0,0,0,0,1,0,0,0,0,0,5,0,0,387,26,43,0,1,0,0,0,0,0,2,0,0,0,0,0,7,11,64,0,0,2,0,0,1,11,0,162,20,0,0,0,2,0,72,0,0,0,0,371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,10,0,0,0,36,0,23,0,0,0,0,3,178,62,41,0,0,0,0,1,0,3,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,10,76,5,0,0,88,0,199,0,0,0,18,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,8,0,0,0,0,0,109,34,0,0,24,0,0,0,0,0,57,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1,1,1,0,0,0,0,0,0,1,28,18,0,2,8,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,49,5
0,0,0,3,0,13,2,0,12,0,2,0,0,0,2,0,18,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,6,0,0,6,0,0,0,1,0,0,1,1,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,2,0,0,101,13,37,0,1,0,0,0,0,0,4,0,0,0,0,0,1,4,33,0,0,0,0,0,0,0,0,6,0,8,1,0,2,0,8,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,0,38,0,0,0,0,3,31,5,51,0,0,0,0,1,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,3,87,3,0,0,98,0,2659,0,0,0,20,4,0,0,0,0,0,0,0,0,0,42,1,0,6,0,2,0,0,0,0,0,95,7,0,0,0,0,0,0,0,0,34,0,0,15,0,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,1,1,1,0,0,0,0,0,0,1,13,16,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,16,5
0,0,0,8,1,46,302,1,457,58,119,0,0,0,77,0,104,0,9,7,0,0,0,2,1,7,12,0,13,0,0,0,0,1,26,0,47,133,29,0,858,0,0,0,1,0,0,7,0,0,0,0,7,504,0,0,0,0,0,1,0,0,6,0,0,113,0,0,7364,46,1070,0,14,0,0,0,0,0,28,0,0,0,0,0,2,10,552,0,1,26,1,0,8,408,0,3258,445,11,0,0,4,1,2070,0,68,0,0,3405,0,0,0,0,33,0,6,0,0,0,0,1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,1,18,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,714,0,190,0,0,0,14,119,110,3343,612,0,0,0,0,1,0,1,0,0,0,0,0,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,120,105,659,9,0,0,873,0,3279,0,1,0,650,138,0,0,0,0,0,0,2,0,0,1068,1,0,0,0,10,0,0,0,0,6,194,998,0,0,1171,0,0,0,0,25,863,0,0,1098,0,0,1,0,0,0,0,0,14,0,1,0,22,0,0,0,0,0,55,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,82,1,1,1,0,73,0,0,0,0,9,73,582,0,32,0,0,0,0,0,0,1008,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,64,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1664,280,5
0,0,0,3,0,27,4,0,10,0,3,0,0,2,3,0,11,0,6,3,0,0,0,5,0,8,0,0,1,0,1,0,0,0,1,0,27,6,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,63,0,0,0,0,0,1,0,0,0,0,0,1,0,0,509,27,27,0,1,0,0,0,0,0,2,0,0,0,0,0,7,11,78,0,0,1,0,0,0,0,0,70,5,0,0,0,2,0,19,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,10,0,0,0,39,0,25,0,0,0,0,3,192,8,42,0,0,0,0,1,0,3,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,13,77,3,0,0,83,0,132,0,0,0,9,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,8,0,0,0,0,0,109,5,0,0,1,0,0,0,0,0,63,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,1,1,1,0,0,0,0,0,0,1,28,17,0,2,8,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,22,5
0,0,0,12,0,41,11,0,80,25,18,0,1,3,39,0,76,0,23,8,0,0,0,1,9,4,18,0,21,0,1,0,0,0,13,0,41,108,29,0,140,0,0,0,1,0,0,4,0,0,0,0,14,150,0,0,0,0,0,1,0,0,0,0,0,29,0,0,1384,41,299,0,22,0,0,0,0,0,10,0,0,0,0,0,3,8,73,0,0,13,0,0,4,29,0,395,45,2,0,0,2,0,395,0,15,0,5,10052,0,0,0,0,8,0,4,0,0,0,0,1,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,141,0,101,0,0,0,28,89,92,345,144,0,0,0,0,1,0,1,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,39,280,13,0,0,246,0,700,0,0,0,129,51,0,0,0,0,0,0,0,0,0,251,1,0,0,0,18,0,0,0,0,14,141,114,0,0,87,0,0,0,0,0,419,0,0,38,0,0,1,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,1,1,1,0,47,0,0,0,0,1,54,134,0,44,0,0,0,0,0,0,163,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,379,88,5
0,0,0,12,0,14,3,0,8,4,3,0,1,0,10,0,17,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,14,9,0,0,30,0,1,0,1,0,0,2,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1172,14,55,0,1,0,0,0,0,0,11,0,0,0,0,0,1,8,522,0,0,6,0,0,0,0,0,14,0,3,0,0,2,0,30,0,5,0,0,169,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,82,0,52,0,0,0,0,2,34,7,99,0,0,0,0,1,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,8,97,21,0,0,92,0,157,0,0,0,37,5,0,0,0,0,0,0,0,0,0,49,1,0,0,0,2,0,0,0,0,0,97,8,0,0,0,0,0,2,0,0,232,0,0,770,0,0,1,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,361,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0,0,1,20,79,0,1,0,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,314,20,5
0,0,0,2,0,10,2,0,7,0,2,0,0,0,2,0,14,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10,6,0,0,7,0,0,0,1,0,0,4,0,0,0,0,0,126,0,0,0,0,0,1,0,0,0,0,0,1,0,0,644,10,48,0,1,0,0,0,0,0,15,0,0,0,0,0,1,7,86,0,0,1,0,0,0,0,0,13,0,4,0,0,2,0,6,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,83,0,76,0,0,0,0,3,27,13,98,0,0,0,0,1,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,151,2,0,0,159,0,1585,0,0,0,87,19,0,0,0,0,0,0,0,0,0,33,1,0,0,0,2,0,0,0,0,0,126,57,0,0,0,0,0,0,0,0,44,0,0,57,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,1,0,0,0,0,0,0,1,11,255,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,38,5
0,0,0,5,0,12,11,0,24,6,9,0,0,0,10,0,11,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,6,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,17,0,0,49,12,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,2,20,0,175,25,0,0,0,2,0,115,0,7,0,0,140,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,19,0,0,0,0,3,28,106,30,0,0,0,0,1,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,50,5,0,0,57,0,168,0,0,0,18,2,0,0,0,0,0,0,0,0,0,72,0,0,0,0,2,0,0,0,0,1,94,38,0,0,50,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,1,0,0,0,0,0,0,1,14,2,0,1,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,5
